通用规范字ID,字头,结构,部件,偏旁变体,部首,拼音与部件名称,笔画数,笔顺,笔顺提示
7033,虓,,"九,虎",,,xiāo,,,
7034,鱽,,"鱼,刀",,,dāo,,,
7035,狴,,"犭,坒",,,bì,,,
7036,峱,,"狃,山",,,náo,,,
7037,狻,,"犭,夋",,,suān,,,
7038,眢,,"夗,目",,,yuān,,,
7039,𫗧,,"饣,束",,,sù,,,
7040,勍,,"京,力",,,qíng,,,
7041,痄,,"疒,乍",,,zhà,,,
7042,疰,,"疒,主",,,zhù,,,
7043,痃,,"疒,玄",,,xuán,,,
7044,竘,,"立,句",,,kǒu,,,
7045,羖,,"羊,殳",,,gǔ,,,
7046,羓,,"羊,巴",,,bā,,,
7047,桊,,"龹,木",,,juàn,,,
7048,敉,,"米,攵",,,mǐ,,,
7049,烠,,"火,有",,,huí,,,
7050,烔,,"火,同",,,tóng,,,
7051,烶,,"火,廷",,,tǐng,,,
7052,烻,,"火,延",,,yàn,,,
7053,,,"火,寻",,,xún,,,
7054,涍,,"氵,孝",,,xiào,,,
7055,浡,,"氵,孛",,,bó,,,
7056,浭,,"氵,更",,,gēng,,,
7057,浬,,"氵,里",,,lǐ,,,
7058,涄,,"氵,甹",,,pīng,,,
7059,涢,,"氵,员",,,yún,,,
7060,涐,,"氵,我",,,é,,,
7061,浰,,"氵,利",,,lì,,,
7062,浟,,"氵,攸",,,yōu,,,
7063,浛,,"氵,含",,,hán,,,
7064,浼,,"氵,免",,,měi,,,
7065,浲,,"氵,夆",,,féng,,,
7066,涘,,"氵,矣",,,sì,,,
7067,悈,,"忄,戒",,,jiè,,,
7068,悃,,"忄,困",,,kǔn,,,
7069,悢,,"忄,良",,,liàng,,,
7070,,,"学_1_5,石",,,què/xué,,,
7071,宧,,"宀,𦣞",,,yí,,,
7072,窅,,"穴,目",,,yǎo,,,
7073,窊,,"穴,瓜",,,wā,,,
7074,窎,,"穴,鸟",,,diào,,,
7075,扅,,"户,多",,,yí,,,
7076,扆,,"户,衣",,,yǐ,,,
7077,袪,,"衤,去",,,qū,,,
7078,袗,,"衤,㐱",,,zhěn,,,
7079,袯,,"衤,发",,,bō,,,
7080,祧,,"礻,兆",,,tiāo,,,
7081,隺,独体,"冖,隹",,,hè/鹤字旁,10,0000000000000004532411121,
7082,堲,,"即,土",,,jì,,,
7083,疍,,"疋,旦",,,dàn,,,
7084,𨺙,,"阝,兒",,,nì,,,
7085,陴,,"阝,卑",,,pí,,,
7086,烝,,"丞,灬",,,zhēng,,,
7087,砮,,"奴,石",,,nú,,,
7088,㛚,,"女,甬",,,tǒng,,,
7089,哿,,"加,可",,,gě,,,
7090,翀,,"羽,中",,,chōng,,,
7091,翂,,"羽,分",,,fēn,,,
7092,剟,,"叕,刂",,,duō,,,
7093,,,"马,余",,,tú,,,
7094,𫄨,,"纟,希",,,chī,,,
7095,绤,,"纟,谷",,,xì,,,
7096,骍,,"马,辛",,,xīng,,,
7097,,,"纟,完",,,huán/huàn,,,
7098,䂮,,"㓞,石",,,lüè,,,
7099,琎,,"王,进",,,jìn,,,
7100,珸,,"王,吾",,,wú,,,
7101,珵,,"王,呈",,,chéng,,,
7102,琄,,"王,肙",,,xuàn,,,
7103,琈,,"王,孚",,,fū,,,
7104,琀,,"王,含",,,hàn,,,
7105,珺,,"王,君",,,jùn,,,
7106,掭,,"扌,忝",,,tiàn,,,
7107,堎,,"土,夌",,,lèng,,,
7108,堐,,"土,厓",,,ái,,,
7109,埼,,"土,奇",,,qí,,,
7110,掎,,"扌,奇",,,jǐ,,,
7111,埫,,"土,尚",,,chǒng,,,
7112,堌,,"土,固",,,gù,,,
7113,晢,,"折,日",,,zhé,,,
7114,,,"土,单",,,shàn,,,
7115,掞,,"扌,炎",,,shàn,,,
7116,埪,,"土,空",,,kōng,,,
7117,壸,,"士,冖,亚",,,hú,,,
7118,㙍,,"土,叕",,,duō,,,
7119,聍,,"耳,宁",,,níng,,,
7120,菝,,"艹,拔",,,bá,,,
7121,萚,,"艹,择",,,tuò,,,
7122,菥,,"艹,析",,,xī,,,
7123,莿,,"艹,刺",,,cì,,,
7124,䓫,,"艹,奇",,,jì,,,
7125,勚,,"贳,力",,,yì,,,
7126,䓬,,"艹,卓",,,,,,
7127,萆,,"艹,卑",,,bì,,,
7128,菂,,"艹,的",,,dì,,,
7129,菍,,"艹,念",,,niè,,,
7130,菼,,"艹,炎",,,tǎn,,,
7131,萣,,"艹,定",,,dìng,,,
7132,䓨,,"𫇦,缶",,,yīng,,,
7133,菉,,"艹,录",,,lù,,,
7134,䓛,,"艹,屈",,,qū,,,
7135,梼,,"木,寿",,,táo,,,
7136,梽,,"木,志",,,zhì,,,
7137,桲,,"木,孛",,,pò,,,
7138,梾,,"木,来",,,lái,,,
7139,桯,,"木,呈",,,tīng,,,
7140,梣,,"木,岑",,,cén,,,
7141,梌,,"木,余",,,tú,,,
7142,桹,,"木,良",,,láng,,,
7143,敔,,"吾,攵",,,yǔ,,,
7144,厣,,"厌,甲",,,yǎn,,,
7145,硔,,"石,共",,,hóng,,,
7146,,,"石,达",,,dá,,,
7147,硙,,"石,岂",,,wéi/wèi,,,
7148,硚,,"石,乔",,,qiáo,,,
7149,硊,,"石,危",,,guì,,,
7150,硍,,"石,艮",,,kèn,,,
7151,勔,,"面,力",,,miǎn,,,
7152,䴕,,"列,鸟",,,liè,,,
7153,龁,,"齿,乞",,,hé,,,
7154,逴,,"卓,辶",,,chuō,,,
7155,唪,,"口,奉",,,fěng,,,
7156,啫,,"口,者",,,zē,,,
7157,翈,,"甲,羽",,,xiá,,,
7158,㫰,,"日,良",,,lǎng,,,
7159,晙,,"日,夋",,,jùn,,,
7160,畤,,"田,寺",,,zhì,,,
7161,,,"由,页",,,dí,,,
7162,趼,,"足,开",,,yàn,,,
7163,跂,,"足,支",,,qì/qí,,,
7164,蛃,,"虫,丙",,,bǐng,,,
7165,蚲,,"虫,平",,,píng,,,
7166,,,"虫,东",,,dòng,,,
7167,蚺,,"虫,冉",,,rán,,,
7168,啴,,"口,单",,,chǎn/tān,,,
7169,䎃,,"冉,羽",,,rǎn,,,
7170,崧,,"山,松",,,sōng,,,
7171,崟,,"山,金",,,yín,,,
7172,崞,,"山,享",,,guō,,,
7173,崒,,"山,卒",,,zú,,,
7174,崌,,"山,居",,,jū,,,
7175,崡,,"山,函",,,hán,,,
7176,铏,,"钅,刑",,,xíng,,,
7177,𫓯,,"钅,圭",,,jī,,,
7178,𫟹,,"钅,共",,,hóng,,,
7179,铕,,"钅,有",,,yǒu,,,
7180,𫟼,,"钅,达",,,dá,,,
7181,铖,,"钅,成",,,chéng,,,
7182,铘,,"钅,邪",,,yé,,,
7183,铚,,"钅,至",,,zhì,,,
7184,铞,,"钅,吊",,,diào,,,
7185,铥,,"钅,丢",,,diū,,,
7186,铴,,"钅,汤",,,tāng,,,
7187,牻,,"牛,尨",,,máng,,,
7188,牿,,"牛,告",,,gù,,,
7189,稆,,"禾,吕",,,lǚ,,,
7190,笱,,"竹,句",,,gǒu,,,
7191,笯,,"竹,奴",,,nú,,,
7192,偰,,"亻,契",,,qì/xiè,,,
7193,偡,,"亻,甚",,,zhàn,,,
7194,鸺,,"休,鸟",,,xiū,,,
7195,偭,,"亻,面",,,miǎo,,,
7196,偲,,"亻,思",,,cāi/sī,,,
7197,偁,,"亻,爯",,,chēng,,,
7198,㿠,,"白,光",,,huàng,,,
7199,鄅,,"禹,阝",,,yǔ,,,
7200,偓,,"亻,屋",,,wò,,,
7201,徛,,"彳,奇",,,jì,,,
7202,衒,,"行,玄",,,xuàn,,,
7203,舳,,"舟,由",,,zhú,,,
7204,舲,,"舟,令",,,líng,,,
7205,鸼,,"舟,鸟",,,zhōu,,,
7206,悆,,"余,心",,,yù,,,
7207,鄃,,"俞,阝",,,shū,,,
7208,瓻,,"希,瓦",,,chī,,,
7209,䝙,,"豸,区",,,chū,,,
7210,脶,,"月,呙",,,luó,,,
7211,脞,,"月,坐",,,cuǒ,,,
7212,脟,,"月,寽",,,liè,,,
7213,䏲,,"月,弟",,,dié,,,
7214,鱾,,"鱼,己",,,jǐ,,,
7215,猇,,"犭,虎",,,xiāo,,,
7216,猊,,"犭,兒",,,ní,,,
7217,猄,,"犭,京",,,jīng,,,
7218,觖,,"角,夬",,,jué,,,
7219,𠅤,,"亠,思",,,xí,,,
7220,庱,,"广,夌",,,chěng,,,
7221,庼,,"广,顷",,,qǐng,,,
7222,庳,,"广,卑",,,bì,,,
7223,痓,,"疒,至",,,chì,,,
7224,䴔,,"交,鸟",,,jiāo,,,
7225,竫,,"立,争",,,jìng,,,
7226,堃,,"方,方,土",,,kūn,,,
7227,阌,,"门,受",,,wén,,,
7228,羝,,"羊,氐",,,dī,,,
7229,羕,上下,"𦍌,永",,,yàng,11,0000000000000043112145534,
7230,焆,,"火,肙",,,jué,,,
7231,烺,,"火,良",,,lǎng,,,
7232,焌,,"火,夋",,,qū/jùn,,,
7233,淏,,"氵,昊",,,hào,,,
7234,,,"氵,国",,,guó,,,
7235,淟,,"氵,典",,,tiǎn,,,
7236,淜,,"氵,朋",,,péng,,,
7237,淴,,"氵,忽",,,hū,,,
7238,淯,,"氵,育",,,yù,,,
7239,湴,,"氵,並",,,biàn,,,
7240,涴,,"氵,宛",,,wò,,,
7241,,,"汤,玉",,,dàng,,,
7242,㥄,,"忄,夌",,,líng,,,
7243,惛,,"忄,昏",,,hūn,,,
7244,惔,,"忄,炎",,,tán,,,
7245,悰,,"忄,宗",,,cóng,,,
7246,惙,,"忄,叕",,,chuò,,,
7247,寁,,"宀,疌",,,zǎn,,,
7248,逭,,"官,辶",,,huàn,,,
7249,,,"讠,垔",,,yīn,,,
7250,,,"讠,咸",,,xián,,,
7251,袼,,"衤,各",,,gē,,,
7252,裈,,"衤,军",,,kūn,,,
7253,祲,,"礻,𠬶",,,jìn,,,
7254,,,"讠,是",,,shì,,,
7255,,,"讠,叟",,,xiǎo,,,
7256,谞,,"讠,胥",,,xū,,,
7257,艴,,"弗,色",,,fú,,,
7258,弸,,"弓,朋",,,péng,,,
7259,弶,,"弓,京",,,jiàng,,,
7260,,,"阝,贵",,,tuí,,,
7261,隃,,"阝,俞",,,yú,,,
7262,婞,,"女,幸",,,xìng,,,
7263,娵,,"女,取",,,jū,,,
7264,婼,,"女,若",,,ruò,,,
7265,媖,,"女,英",,,yīng,,,
7266,婳,,"女,画",,,huà,,,
7267,婍,,"女,奇",,,qǐ,,,
7268,婌,,"女,叔",,,shū,,,
7269,婫,,"女,昆",,,kūn,,,
7270,婤,,"女,周",,,zhōu,,,
7271,婘,,"女,卷",,,quán,,,
7272,婠,,"女,官",,,wān,,,
7273,,,"纟,青",,,qiàn/zhēng,,,
7274,,,"纟,林",,,chēn,,,
7275,,,"马,非",,,fēi,,,
7276,,,"马,匋",,,táo,,,
7277,绹,,"纟,匋",,,táo,,,
7278,,,"纟,京",,,liáng,,,
7279,,,"纟,享",,,zhǔn,,,
7280,骕,,"马,肃",,,sù,,,
7281,,,"马,录",,,lù,,,
7282,絜,,"㓞,糸",,,xié,,,
7283,珷,,"王,武",,,wǔ,,,
7284,琲,,"王,非",,,pèi,,,
7285,琡,,"王,叔",,,chù,,,
7286,琟,,"王,隹",,,wéi,,,
7287,琔,,"王,定",,,diàn,,,
7288,琭,,"王,录",,,lù,,,
7289,堾,,"土,春",,,chuǎn,,,
7290,堼,,"封,土",,,fēng,,,
7291,揕,,"扌,甚",,,zhēn,,,
7292,㙘,,"土,要",,,,,,
7293,堧,,"土,耎",,,ruán,,,
7294,喆,,"吉,吉",,,zhé,,,
7295,堨,,"土,曷",,,ài/è/yè,,,
7296,塅,,"土,段",,,duàn,,,
7297,堠,,"土,侯",,,hòu,,,
7298,絷,,"执,糸",,,zhí,,,
7299,,,"土,娄",,,lǒu,,,
7300,,,"土,扁",,,,,,
7301,葜,,"艹,契",,,qiā,,,
7302,惎,,"其,心",,,jì,,,
7303,萳,,"艹,南",,,nán,,,
7304,葙,,"艹,相",,,xiāng,,,
7305,靬,,"革,干",,,jiān,,,
7306,葴,,"艹,咸",,,zhēn,,,
7307,蒇,,"艹,戊,贝",,,chǎn,,,
7308,蒈,,"艹,皆",,,kǎi,,,
7309,鄚,,"莫,阝",,,mào,,,
7310,蒉,,"艹,贵",,,kuì,,,
7311,蓇,,"艹,骨",,,gū,,,
7312,萩,,"艹,秋",,,qiū,,,
7313,蒐,,"艹,鬼",,,sōu,,,
7314,葰,,"艹,俊",,,suī/jùn,,,
7315,葎,,"艹,律",,,lǜ,,,
7316,鄑,,"晋,阝",,,zī,,,
7317,蒎,,"艹,派",,,pài,,,
7318,葖,,"艹,突",,,tū,,,
7319,蒄,,"艹,冠",,,guān,,,
7320,萹,,"艹,扁",,,piān,,,
7321,棤,,"木,昔",,,xī,,,
7322,棽,,"林,今",,,chēn,,,
7323,棫,,"木,或",,,yù,,,
7324,椓,,"木,豖",,,zhuó,,,
7325,椑,,"木,卑",,,bēi,,,
7326,,,"木,质",,,zhì,,,
7327,鹀,,"巫,鸟",,,wú,,,
7328,椆,,"木,周",,,chóu,,,
7329,棓,,"木,咅",,,bàng/pǒu,,,
7330,棬,,"木,卷",,,quān,,,
7331,棪,,"木,炎",,,yǎn,,,
7332,椀,,"木,宛",,,wàn,,,
7333,楗,,"木,建",,,jiàn,,,
7334,,,"甫,鸟",,,bū/bǔ,,,
7335,甦,,"更,生",,,sū,,,
7336,酦,,"酉,发",,,pō,,,
7337,觌,,"卖,见",,,dí,,,
7338,奡,,"𦣻,夰",,,ào,,,
7339,皕,,"百,百",,,bì,,,
7340,硪,,"石,我",,,wò,,,
7341,欹,,"奇,欠",,,yī,,,
7342,詟,,"龙,言",,,zhé,,,
7343,,,"车,兒",,,ní,,,
7344,辌,,"车,京",,,liáng,,,
7345,棐,,"非,木",,,fěi,,,
7346,龂,,"齿,斤",,,yín,,,
7347,,,"齿,介",,,xiè,,,
7348,黹,,"业,㡀",,,zhǐ,,,
7349,牚,,"尚,牙",,,chēng,,,
7350,睎,,"目,希",,,xī,,,
7351,晫,,"日,卓",,,zhuō,,,
7352,晪,,"日,典",,,tiǎn,,,
7353,晱,,"日,炎",,,shǎn,,,
7354,𧿹,,"足,母",,,mǔ,,,
7355,蛑,,"虫,牟",,,móu,,,
7356,畯,,"田,夋",,,jùn,,,
7357,斝,,"吅,冖,斗",,,jiǎ,,,
7358,喤,,"口,皇",,,huáng,,,
7359,崶,,"山,封",,,fēng,,,
7360,嵁,,"山,甚",,,kān,,,
7361,嵽_j,,"山,带",,,dié,,,
7362,崾,,"山,要",,,yǎo,,,
7363,嵅,,"山,咸",,,qiān,,,
7364,崿,,"山,咢",,,è,,,
7365,嵚,,"山,钦",,,qīn,,,
7366,翙,,"岁,羽",,,huì,,,
7367,,,"岂,页",,,yǐ,,,
7368,圌,,"囗,耑",,,chuán/tuán,,,
7369,圐,,"囗,四,方",,,kū,,,
7370,赑,,"贝,贝,贝",,,bì,,,
7371,淼,,"水,水,水",,,miǎo,,,
7372,赒,,"贝,周",,,zhōu,,,
7373,,,"钅,麦",,,mài,,,
7374,铹,,"钅,劳",,,lǎo,,,
7375,,,"钅,杜",,,,,,
7376,𨱇,,"钅,求",,,qiú,,,
7377,铽,,"钅,忒",,,tè,,,
7378,𫓶,,"钅,肙",,,xuān,,,
7379,锊,,"钅,寽",,,lüè,,,
7380,锍,,"钅,㐬",,,liǔ,,,
7381,锎,,"钅,𫔭",,,kāi,,,
7382,,,"钅,宏",,,hóng,,,
7383,锓,,"钅,𠬶",,,qǐn,,,
7384,犇,,"牛,牛,牛",,,bēn,,,
7385,颋,,"廷,页",,,tǐng,,,
7386,稌,,"禾,余",,,tú,,,
7387,筀,,"竹,圭",,,guì,,,
7388,筘,,"竹,扣",,,kòu,,,
7389,筜,,"竹,当",,,dāng,,,
7390,筥,,"竹,吕",,,jǔ,,,
7391,筅,,"竹,先",,,xiǎn,,,
7392,傃,,"亻,素",,,sù,,,
7393,傉,,"亻,辱",,,jué,,,
7394,翛,,"攸,羽",,,xiāo,,,
7395,傒,,"亻,奚",,,xī,,,
7396,傕,,"亻,隺",,,jué,,,
7397,舾,,"舟,西",,,xī,,,
7398,畬,,"余,田",,,yú/shē,,,
7399,𫖯,,"兆,页",,,fǔ,,,
7400,脿,,"月,表",,,biāo,,,
7401,腘,,"月,国",,,guó,,,
7402,䐃,,"月,囷",,,jiǒng,,,
7403,腙,,"月,宗",,,zōng,,,
7404,腒,,"月,居",,,jū,,,
7405,,,"危,页",,,wěi,,,
7406,鲃,,"鱼,巴",,,bà,,,
7407,猰,,"犭,契",,,yà,,,
7408,,,"狂,鸟",,,kuáng,,,
7409,猯,,"犭,耑",,,tuān,,,
7410,㺄,,"犭,俞",,,yǔ/yú,,,
7411,馉,,"饣,骨",,,gǔ,,,
7412,凓,,"冫,栗",,,lì,,,
7413,鄗,,"高,阝",,,hào,,,
7414,,,"广,钦",,,xīn,,,
7415,廋,,"广,叟",,,sōu,,,
7416,廆,,"广,鬼",,,wěi,,,
7417,鄌,,"唐,阝",,,táng,,,
7418,粢,,"次,米",,,zī,,,
7419,遆,,"帝,辶",,,tí,,,
7420,旐,,"㫃,兆",,,zhào,,,
7421,,,"门,垔",,,yīn,,,
7422,焞,,"火,享",,,tuī,,,
7423,,,"火,单",,,chǎn,,,
7424,欻,,"炎,欠",,,chuā/xū,,,
7425,𣸣,,"氵,贲",,,fén/pēn,,,
7426,溚,,"氵,荅",,,tǎ,,,
7427,溁,,"氵,荣",,,yíng,,,
7428,湝,,"氵,皆",,,jiē,,,
7429,渰,,"氵,弇",,,yān,,,
7430,湓,,"氵,盆",,,pén,,,
7431,㴔,,"氵,急",,,xī/yì,,,
7432,渟,,"氵,亭",,,tíng,,,
7433,溠,,"氵,差",,,zhà,,,
7434,渼,,"氵,美",,,měi,,,
7435,溇,,"氵,娄",,,lóu,,,
7436,湣,,"氵,昬",,,mǐn,,,
7437,湑,,"氵,胥",,,xǔ/xù,,,
7438,溞,,"氵,蚤",,,sāo,,,
7439,愐,,"忄,面",,,miǎn,,,
7440,愃,,"忄,宣",,,xuān,,,
7441,敩,,"学,攵",,,xiào,,,
7442,甯,,"寧_1_7,用",,,níng/nìng,,,
7443,棨,,"𢼄,木",,,qǐ,,,
7444,扊,,"户,炎",,,yǎn,,,
7445,裣,,"衤,佥",,,liǎn,,,
7446,祼,,"礻,果",,,luǒ,,,
7447,婻,,"女,南",,,nàn,,,
7448,媆,,"女,耎",,,nèn,,,
7449,媞,,"女,是",,,tí,,,
7450,㛹,,"女,便",,,pián,,,
7451,媓,,"女,皇",,,huáng,,,
7452,媂,,"女,帝",,,dì,,,
7453,媄,,"女,美",,,měi,,,
7454,毵,,"参,毛",,,sān,,,
7455,矞,上下,"矛,冏",,,yù,12,0000000000000545232534251,
7456,,,"马,砉",,,huō,,,
7457,,,"马,是",,,tí,,,
7458,缊,左右,"纟,昷",,,yùn,12,0000000000000551251125221,
7459,缐,,"纟,泉",,,xiàn,,,
7460,骙,,"马,癸",,,kuí,,,
7461,瑃,,"王,春",,,chūn,,,
7462,瑓,,"王,柬",,,liàn,,,
7463,瑅,,"王,是",,,tí,,,
7464,瑆,,"王,星",,,xīng,,,
7465,䴖,,"青,鸟",,,jīng,,,
7466,瑖,,"王,段",,,duàn,,,
7467,瑝,,"王,皇",,,huáng,,,
7468,瑔,,"王,泉",,,quán,,,
7469,瑀,,"王,禹",,,yǔ,,,
7470,𤧛,,"王,帝",,,dì,,,
7471,瑳,,"王,差",,,cuō,,,
7472,瑂,,"王,眉",,,méi,,,
7473,嶅,,"敖,山",,,áo,,,
7474,瑑,,"王,彖",,,zhuàn,,,
7475,遘,,"冓,辶",,,gòu,,,
7476,髢,,"髟,也",,,dì,,,
7477,塥,,"土,鬲",,,gé,,,
7478,堽,,"土,罡",,,gāng,,,
7479,赪,,"赤,贞",,,chēng,,,
7480,摛,,"扌,离",,,chī,,,
7481,塝,,"土,旁",,,bàng,,,
7482,搒,,"扌,旁",,,bàng,,,
7483,搌,,"扌,展",,,zhǎn,,,
7484,蒱,,"艹,捕",,,pú,,,
7485,蒨,,"艹,倩",,,qiàn,,,
7486,蓏,,"艹,㼌",,,luǒ,,,
7487,蔀,,"艹,部",,,bù,,,
7488,蓢,,"艹,朗",,,lǎng,,,
7489,蓂,,"艹,冥",,,mì/míng,,,
7490,蒻,,"艹,弱",,,ruò,,,
7491,蓣,,"艹,预",,,yù,,,
7492,椹,,"木,甚",,,zhēn/shèn,,,
7493,楪,,"木,枼",,,yè,,,
7494,榃,,"林,田",,,tán,,,
7495,榅,,"木,昷",,,wēn,,,
7496,楒,,"木,思",,,sī,,,
7497,楞,左右,"木,楞_5_13",,,léng,13,0000000000001234252214153,
7498,楩,,"木,便",,,pián,,,
7499,榇,,"木,亲",,,chèn,,,
7500,椸,,"木,施",,,yí,,,
7501,楙,,"林,矛",,,mào,,,
7502,歅,,"垔,欠",,,yīn,,,
7503,,,"酉,农",,,nóng,,,
7504,碃,,"石,青",,,qìng,,,
7505,碏,,"石,昔",,,què,,,
7506,,,"石,肯",,,,,,
7507,碈,,"石,昏",,,mín,,,
7508,䃅,,"石,单",,,dī,,,
7509,硿,,"石,空",,,kōng,,,
7510,鄠,,"雩,阝",,,hù,,,
7511,辒,,"车,昷",,,wēn,,,
7512,,,"车,酋",,,yóu,,,
7513,,,"车,柔",,,róu,,,
7514,龆,,"齿,召",,,tiáo,,,
7515,觜,上下,"此,角",,,zuǐ/zī,13,0000000000002121353535112,
7516,䣘,,"堂,阝",,,táng,,,
7517,暕,,"日,柬",,,jiǎn,,,
7518,鹍,,"昆,鸟",,,kūn,,,
7519,,,"口,恶",,,ě/wù,,,
7520,㬊,,"日,爰",,,huǎn,,,
7521,暅,,"日,恒",,,gèng,,,
7522,跱,,"足,寺",,,zhì,,,
7523,蜐,,"虫,劫",,,jié,,,
7524,蜎,,"虫,肙",,,yuān,,,
7525,嵲,,"山,臬",,,niè,,,
7526,赗,,"贝,冒",,,fèng,,,
7527,骱,,"骨,介",,,jiè,,,
7528,锖,,"钅,青",,,qiāng,,,
7529,𫓹,,"钅,其",,,jī,,,
7530,锘,,"钅,若",,,nuò,,,
7531,锳,,"钅,英",,,yīng,,,
7532,锧,,"钅,质",,,zhì,,,
7533,锪,,"钅,忽",,,huō,,,
7534,,,"钅,享",,,duì/chún,,,
7535,锫,,"钅,咅",,,péi,,,
7536,锬,,"钅,炎",,,tán,,,
7537,,,"钅,波",,,,,,
7538,稑,,"禾,坴",,,lù,,,
7539,稙,,"禾,直",,,zhī,,,
7540,䅟,,"禾,参",,,cǎn,,,
7541,,,"竹,贡",,,gǎn/gōng/lǒng,,,
7542,筻,,"竹,更",,,gàng,,,
7543,筼,,"竹,员",,,yún,,,
7544,筶,,"竹,告",,,gǎo,,,
7545,筦,,"竹,完",,,guǎn,,,
7546,筤,,"竹,良",,,láng,,,
7547,傺,,"亻,祭",,,chì,,,
7548,鹎,,"卑,鸟",,,bēi,,,
7549,僇,,"亻,翏",,,lù,,,
7550,艅,,"舟,余",,,yú,,,
7551,艉,,"舟,尾",,,wěi,,,
7552,谼,,"谷,共",,,hóng,,,
7553,貆,,"豸,亘",,,huán,,,
7554,腽,,"月,昷",,,wà,,,
7555,腨,,"月,耑",,,shuàn,,,
7556,腯,,"月,盾",,,tú,,,
7557,,,"月,娄",,,lǘ,,,
7558,鲉,,"鱼,由",,,yóu,,,
7559,鲊,,"鱼,乍",,,zhǎ,,,
7560,鲌,,"鱼,白",,,bó/bà,,,
7561,䲟,,"鱼,印",,,yìn,,,
7562,,,"鱼,句",,,jū/qú,,,
7563,,,"鱼,它",,,tuó,,,
7564,鲏,,"鱼,皮",,,pí,,,
7565,雊,,"句,隹",,,gòu,,,
7566,猺,,"犭,䍃",,,yáo,,,
7567,飔,,"风,思",,,sī,,,
7568,觟,,"角,圭",,,huà,,,
7569,馌,,"饣,盍",,,yè,,,
7570,裛,,"衣,邑",,,yì,,,
7571,廒,,"广,敖",,,áo,,,
7572,瘀,,"疒,於",,,yū,,,
7573,瘅,,"疒,单",,,dàn,,,
7574,鄘,,"庸,阝",,,yōng,,,
7575,鹒,,"庚,鸟",,,gēng,,,
7576,鄜,,"鹿,阝",,,fū,,,
7577,麀,,"鹿,匕",,,yōu,,,
7578,鄣,,"章,阝",,,zhāng,,,
7579,阘,,"门,𦐇",,,tà,,,
7580,𫔶,,"门,臬",,,niè,,,
7581,煁,,"火,甚",,,shèn,,,
7582,煃,,"火,奎",,,kuǐ,,,
7583,煴,,"火,昷",,,yūn,,,
7584,煋,,"火,星",,,xīng,,,
7585,煟,,"火,胃",,,wèi,,,
7586,煓,,"火,耑",,,tuān,,,
7587,滠,,"氵,聂",,,shè,,,
7588,溍,,"氵,晋",,,jìn,,,
7589,溹,,"氵,索",,,suǒ,,,
7590,滆,,"氵,鬲",,,gé,,,
7591,滉,,"氵,晃",,,huàng,,,
7592,溦,,"氵,𢼸",,,wēi,,,
7593,溵,,"氵,殷",,,yīn,,,
7594,漷,,"氵,郭",,,huǒ,,,
7595,滧,,"氵,效",,,xiào,,,
7596,滘,,"氵,㓁,𢀛",,,jiào,,,
7597,滍,,"氵,蚩",,,zhì,,,
7598,愭,,"忄,耆",,,qí,,,
7599,慥,,"忄,造",,,zào,,,
7600,慆,,"忄,舀",,,tāo,,,
7601,塱,,"朗,土",,,lǎng,,,
7602,𫌀,,"衤,责",,,jì,,,
7603,裼,,"衤,易",,,xī/tì,,,
7604,禋,,"礻,垔",,,yīn,,,
7605,禔,,"礻,是",,,zhī,,,
7606,禘,,"礻,帝",,,dì,,,
7607,禒,,"礻,彖",,,tuàn,,,
7608,谫,,"讠,剪",,,jiǎn,,,
7609,鹔,,"肃,鸟",,,sù,,,
7610,𫖳,,"君,页",,,yūn/jūn,,,
7611,愍,,"敃,心",,,mǐn,,,
7612,嫄,,"女,原",,,yuán,,,
7613,媱,,"女,䍃",,,yáo,,,
7614,戤,,"盈,戈",,,gài,,,
7615,勠,,"翏,力",,,lù,,,
7616,戣,,"癸,戈",,,huí,,,
7617,𫘪,,"马,原",,,yuán,,,
7618,𫘬,,"马,奚",,,xí,,,
7619,缞,,"纟,衰",,,cuī,,,
7620,耤,左右,"耒,昔",,,jí,14,0000000000011123412212511,
7621,瑧,,"王,秦",,,jīn,,,
7622,𫞩,,"王,满_4_13",,,mén,,,
7623,瑨,,"王,晋",,,jìn,,,
7624,瑱,,"王,真",,,zhèn,,,
7625,瑷,,"王,爱",,,ài,,,
7626,瑢,,"王,容",,,róng,,,
7627,斠,,"冓,斗",,,jiào,,,
7628,摏,,"扌,舂",,,chōng,,,
7629,墕,,"土,焉",,,yàn,,,
7630,墈,,"土,勘",,,kàn,,,
7631,墐,,"土,堇",,,jìn,,,
7632,墘,,"土,乾",,,qián,,,
7633,摴,,"扌,雩",,,chū,,,
7634,銎,,"巩,金",,,qióng,,,
7635,𡐓,,"土,康",,,kāng,,,
7636,墚,,"土,梁",,,liáng,,,
7637,撖,,"扌,敢",,,hàn,,,
7638,𪤗,,"土,翏",,,,,,
7639,靽,,"革,半",,,bàn,,,
7640,鞁,,"革,皮",,,bèi,,,
7641,蔌,,"艹,欶",,,sù,,,
7642,蔈,,"艹,票",,,biāo,,,
7643,蓰,,"艹,徙",,,xǐ,,,
7644,蔹,,"艹,敛",,,liǎn,,,
7645,蔊,,"艹,焊",,,hǎn,,,
7646,嘏,,"古,叚",,,gǔ,,,
7647,榰,,"木,耆",,,zhī,,,
7648,榑,,"木,尃",,,fú,,,
7649,槚,,"木,贾",,,jiǎ,,,
7650,𣗋,,"木,党",,,dǎng/tǎng,,,
7651,槜,,"木,隽",,,zuì,,,
